prompt_id,loss_step00_seed41,loss_step01_seed41,loss_step02_seed41,loss_step03_seed41,loss_step04_seed41,loss_step00_seed43,loss_step01_seed43,loss_step02_seed43,loss_step03_seed43,loss_step04_seed43,loss_step00_seed42,loss_step01_seed42,loss_step02_seed42,loss_step03_seed42,loss_step04_seed42,learning_order
4d9d1c08aabf8fba82a860028c1b0c9eb69484fa340af0d60de844f7f1747040,0.6794337630271912,0.5813927054405212,0.4512541890144348,0.3486965000629425,0.3245899975299835,0.683172881603241,0.5888572335243225,0.4579177796840668,0.3777959942817688,0.3472676873207092,0.68296217918396,0.5893758535385132,0.4566425383090973,0.3730756044387817,0.3482031226158142,0.48604253530502317
69f770ff49345c12512f59dd5ea2acaa985c24f3bb8a4a232ac409cbd5548856,0.7148342728614807,0.7295172214508057,0.7726002931594849,0.801469087600708,0.8063601851463318,0.7038196921348572,0.7282274961471558,0.7667238712310791,0.7932052612304688,0.7978754639625549,0.7090861797332764,0.7369942665100098,0.7903679609298706,0.8204796314239502,0.8222752213478088,0.7662557403246562
f655402f6de4e4c20460e5ef97615a7b79862208585ac0fd49e1dcad33682879,0.6946213245391846,0.7164123058319092,0.7720997929573059,0.7898108959197998,0.8101348876953125,0.6908389329910278,0.7286466360092163,0.7768372297286987,0.8008625507354736,0.8037475347518921,0.6919272541999817,0.7257741689682007,0.7833530902862549,0.8005181550979614,0.8093078136444092,0.7596595048904419
677af93ac73164f14e32b36ad130db0a0027f4fefc1bb66e3a78464254592c79,0.6848419308662415,0.640773594379425,0.593980073928833,0.5548438429832458,0.5438995361328125,0.6887769103050232,0.648216724395752,0.5998152494430542,0.5718010067939758,0.5654528141021729,0.6855670213699341,0.6447952389717102,0.5945146083831787,0.5561776161193848,0.5532482862472534,0.6084469636281331
6b68bcd56f072a66da1caa246325f6280431b0b825e516717729ec70fc6863ac,0.6796923279762268,0.6467825174331665,0.6189078092575073,0.6063353419303894,0.6006856560707092,0.6878449320793152,0.6505783200263977,0.6173174977302551,0.6006700992584229,0.5966578722000122,0.6818658113479614,0.6431974172592163,0.6124284863471985,0.5988153219223022,0.5967240929603577,0.6292335669199626
f8a8acf9cdfbbf9bd26d9c9e65dde4db826a9b3a302ecf04bc5fdbcb6191bf56,0.6925463080406189,0.6784871220588684,0.6518193483352661,0.6336417198181152,0.627320408821106,0.7012301087379456,0.678726315498352,0.6533509492874146,0.6364228129386902,0.6299962997436523,0.6969590187072754,0.6797126531600952,0.6477307677268982,0.6300768256187439,0.6170902252197266,0.6570073922475179
1f683eb5e3cc57e6d00a1fbc9c5611950bf8d067fff109aa4155d577173b2157,0.6874034404754639,0.6871079206466675,0.6957498788833618,0.7253990173339844,0.7266577482223511,0.6828380227088928,0.6928352117538452,0.7073020339012146,0.7213779091835022,0.7285882234573364,0.6887956857681274,0.6902348399162292,0.7030056118965149,0.7169147729873657,0.7184596657752991,0.7048446655273437
1432a7356fb36797bda7f94f1ed2c5c808c1ab1df7158243708384fbc91c2a54,0.6944236159324646,0.6927725076675415,0.6897356510162354,0.6906424164772034,0.6899540424346924,0.6957491636276245,0.6958851218223572,0.6774436831474304,0.6719732880592346,0.6729751229286194,0.691786527633667,0.6915295720100403,0.6866090297698975,0.6861900091171265,0.6882257461547852,0.687726366519928
139e1bc6b9774fdc7bf9f6d5adef4c52c6abd478547c4e8e4e667e38dd793634,0.6950857043266296,0.6937896609306335,0.6889026761054993,0.6762486696243286,0.6712551712989807,0.6904180645942688,0.6999754905700684,0.6956114768981934,0.6853883862495422,0.6800010800361633,0.7032896280288696,0.7009099125862122,0.6946065425872803,0.680855929851532,0.674120306968689,0.6886972467104594
56f2ab9973d9d753451ab23dc89183bb70c2421ea9be7474f25308cad131b381,0.695557177066803,0.7125561237335205,0.7416966557502747,0.7531852126121521,0.7567574977874756,0.695383608341217,0.7116509675979614,0.7431800365447998,0.7435413002967834,0.7428916096687317,0.692718505859375,0.7079098224639893,0.7333512902259827,0.7498418092727661,0.746143102645874,0.7284243146578471
