prompt_id,loss_step00_seed41,loss_step01_seed41,loss_step02_seed41,loss_step03_seed41,loss_step04_seed41,loss_step00_seed43,loss_step01_seed43,loss_step02_seed43,loss_step03_seed43,loss_step04_seed43,loss_step00_seed42,loss_step01_seed42,loss_step02_seed42,loss_step03_seed42,loss_step04_seed42,learning_order
333bf5ed5ae80302d0e79e1e3e532648aa1a8d5048dbd8430d9c6479f0187876,0.4892433285713196,0.0238443706184625,0.0325039364397525,0.012783664278686,0.0102023389190435,0.5256743431091309,0.0161960404366254,0.0215104296803474,0.0262319222092628,0.0253048203885555,0.4941243827342987,0.0290150046348571,0.0430405400693416,0.0137153984978795,0.0095379203557968,0.11819522939622401
461b6f1395c0349ec21471aaef3e341e59b17732d4200f71e24eb504bd5c2dd9,0.6311197280883789,0.4211130738258362,0.4627037644386291,0.4089592695236206,0.387268602848053,0.6689952611923218,0.4236681759357452,0.4134696125984192,0.3846135437488556,0.3872681856155395,0.6745175719261169,0.3417153656482696,0.7523489594459534,0.5432645082473755,0.5158320069313049,0.4944571753342946
e7d65569d44d0dfb4c81ee17af0d0bf3fd98a0655c6f06e119b768a66a3ab924,0.5875651836395264,0.3407811820507049,0.4079261720180511,0.3195954859256744,0.3016838431358337,0.6298613548278809,0.326082170009613,0.3160533607006073,0.32656130194664,0.3349519073963165,0.5981670618057251,0.3611770868301391,0.3989264965057373,0.3447265923023224,0.340719074010849,0.3956518848737081
6aa20c0a3df67c29773e4632aaf6fa6f8081e9387587f2c7ed1739f572b51123,0.5954821109771729,0.1833443343639373,0.3026919364929199,0.235717087984085,0.2270802408456802,0.6436420679092407,0.1749558299779892,0.2860289812088012,0.3380830287933349,0.3382309377193451,0.6320728659629822,0.2056586742401123,0.2879044711589813,0.4273284673690796,0.4111845195293426,0.352627036968867
6184c3cee77f0a64fb2adb162a5c8611e3f6deac7cd47a0f6765678d3ce040cf,0.5259726047515869,0.0930354669690132,0.2024998217821121,0.1165709272027015,0.1110312715172767,0.5748735070228577,0.1453758925199508,0.1542917042970657,0.1680742651224136,0.1641568094491958,0.5346629619598389,0.1447978317737579,0.2622139751911163,0.2011306434869766,0.1894867718219757,0.2392116303245226
83c9de434677f82ef615f3c5f913235f2a303ff0ea93b26fd88b589d94e92515,0.6080833673477173,0.3423286080360412,0.3538216948509216,0.2502679228782654,0.2340680360794067,0.6106516122817993,0.3051946759223938,0.3685489892959595,0.3733106553554535,0.3615427315235138,0.6112602949142456,0.376560777425766,0.3867184817790985,0.3254872262477875,0.3022139370441437,0.38733726739883423
bdcdd6b07edf8af44430e7036537ebedae3c7e8aaa545ad0f59f418ea74f0291,0.6068121194839478,0.3952879905700683,0.4030461311340332,0.3481871485710144,0.3338226974010467,0.6459540128707886,0.3592764735221863,0.2863102853298187,0.2753916382789612,0.2840808629989624,0.6152133941650391,0.3402044475078583,0.4038662016391754,0.2924506962299347,0.2733775377273559,0.39088544249534607
7c524de3b007bb659d03d586b4b5df5444fba30109b5a28e88364af8b68fa335,0.7108983993530273,0.9003896713256836,0.7351371645927429,0.8087376356124878,0.8210709691047668,0.7107849717140198,0.8694425821304321,0.8174489736557007,0.8107646107673645,0.8205914497375488,0.6853842735290527,0.8652596473693848,0.943044662475586,0.7959248423576355,0.8091491460800171,0.8069352666536967
1af7d94407a6014652fd125c755fe64a72ec9968f8f44ea74ceb5d90fab27a9c,0.6053452491760254,0.4807794988155365,0.5664362907409668,0.5592689514160156,0.5735529065132141,0.6478466391563416,0.5407806634902954,0.57939213514328,0.5860976576805115,0.5907995700836182,0.6345856785774231,0.5149552822113037,0.5686187744140625,0.6077033281326294,0.6244446039199829,0.5787071486314138
51f72dc970b2631bc0272a96a045b4a956c7f474a73e26ead0c76919de0ba2de,0.539752721786499,0.1871072351932525,0.2166768312454223,0.1330722123384475,0.1302071958780288,0.5496146082878113,0.2083537578582763,0.2069634348154068,0.1942162364721298,0.1848424673080444,0.564724326133728,0.2436747103929519,0.2632138729095459,0.1829110085964203,0.1535108834505081,0.26392276684443156
